comments,professor_name,school_name,department_name,gender,sentences
"Simply horrible. Pedantic and narrow-minded. Dull, dull, dull. Love phil, and would\'ve majored but for this ludicrous clown. And definitely NOT hot.",Reg  Lilly,Skidmore College,Philosophy department,female,"['Simply horrible.', 'Pedantic and narrow-minded.', 'Dull, dull, dull.', ""Love phil, and would\\'ve majored but for this ludicrous clown."", 'And definitely NOT hot.']"
"He is fine. Take this course with him if you just want to pass, but not to learn to love math. Lot\'s of sitting in class and watching him struggle with technology BUT he is trying to get everyone to pass. All midterms are take home. You will get an A if you show up and try a little.",Steve  Wilson,Sonoma State University,Mathematics department,male,"['He is fine.', 'Take this course with him if you just want to pass, but not to learn to love math.', ""Lot\\'s of sitting in class and watching him struggle with technology BUT he is trying to get everyone to pass."", 'All midterms are take home.', 'You will get an A if you show up and try a little.']"
"WARNING: DO NOT TAKE THIS CLASS. Dr. Wilson\'s class is too all over this place. His instructions are so unclear, he makes basic algebra seem like rocket science. he is very rude to his students at times. he doesn\'t care if you are on your phone. if you have to take him just show up, sit in the back and bring headphones.",Steve  Wilson,Sonoma State University,Mathematics department,male,"['WARNING: DO NOT TAKE THIS CLASS.', ""Dr. Wilson\\'s class is too all over this place."", 'His instructions are so unclear, he makes basic algebra seem like rocket science.', 'he is very rude to his students at times.', ""he doesn\\'t care if you are on your phone."", 'if you have to take him just show up, sit in the back and bring headphones.']"
"Although it was a super easy class, he made me hate the subject. He rambles on too much and his notes are all over the place. He does have a good heart and tries to get his students involved in learning, but he yells a bunch. Attendance isn\'t mandatory, but there is in class quizzes almost every class.",Steve  Wilson,Sonoma State University,Mathematics department,male,"['Although it was a super easy class, he made me hate the subject.', 'He rambles on too much and his notes are all over the place.', 'He does have a good heart and tries to get his students involved in learning, but he yells a bunch.', ""Attendance isn\\'t mandatory, but there is in class quizzes almost every class.""]"
dr wilson is interesting.. he talks to himself a lot and his lectures are boring but if you show up its super easy. you can turn in hw whenever and all tests are take home tests! the final is super easy and you practically do it in groups.,Steve  Wilson,Sonoma State University,Mathematics department,male,"['dr wilson is interesting..', 'he talks to himself a lot and his lectures are boring but if you show up its super easy.', 'you can turn in hw whenever and all tests are take home tests!', 'the final is super easy and you practically do it in groups.']"
"Looking back at it, I loved this class! But he does get off topic and is a little confusing and eccentric. All his tests are take home and you can always go to the tutoring center for them but he has links online that will help you pass easily. He is an easy grader and really loves his students. If you get on his good side then you will love it!!",Steve  Wilson,Sonoma State University,Mathematics department,male,"['Looking back at it, I loved this class!', 'But he does get off topic and is a little confusing and eccentric.', 'All his tests are take home and you can always go to the tutoring center for them but he has links online that will help you pass easily.', 'He is an easy grader and really loves his students.', 'If you get on his good side then you will love it!', '!']"
"It\'s confusing at times, and hard to keep up. It is also hat to read to the board.",Steve  Wilson,Sonoma State University,Mathematics department,male,"[""It\\'s confusing at times, and hard to keep up."", 'It is also hat to read to the board.']"
Wilson is such an amazing teacher! Definitely take him!! Horrible at math and got an A in his class. Easy A,Steve  Wilson,Sonoma State University,Mathematics department,male,"['Wilson is such an amazing teacher!', 'Definitely take him!', '!', 'Horrible at math and got an A in his class.', 'Easy A']"
"Dr. Wilson is a great teacher who really cares about his students. Yes, he does have a very unique and unorthodox teaching style. He doesn\'t take attendance, all tests are take-home (yeah, take-home), and you can re-take tests as many times as you\'d like. His tests are so confusing, but go to his office hours and he\'ll help you understand them.",Steve  Wilson,Sonoma State University,Mathematics department,male,"['Dr. Wilson is a great teacher who really cares about his students.', 'Yes, he does have a very unique and unorthodox teaching style.', ""He doesn\\'t take attendance, all tests are take-home (yeah, take-home), and you can re-take tests as many times as you\\'d like."", ""His tests are so confusing, but go to his office hours and he\\'ll help you understand them.""]"
He is the worst teacher. I did not learn a single thing in this class. DO NOT TAKE HIM!!! Sonoma should fire him.,Steve  Wilson,Sonoma State University,Mathematics department,male,"['He is the worst teacher.', 'I did not learn a single thing in this class.', 'DO NOT TAKE HIM!', '!', '!', 'Sonoma should fire him.']"
"If you don\'t care about learning but want an A, TAKE THIS CLASS! He is super nice, you dont have to go to class, you can turn in late homework, and re take test as many times as you want",Steve  Wilson,Sonoma State University,Mathematics department,male,"[""If you don\\'t care about learning but want an A, TAKE THIS CLASS!"", 'He is super nice, you dont have to go to class, you can turn in late homework, and re take test as many times as you want']"
"easy class and stuff can be made up, but he has to be the hardest to understand teacher i\'ve ever had in my life. He never answers any questions clearly and constantly mumbles. NEVER USED THE BOOK",Steve  Wilson,Sonoma State University,Mathematics department,male,"[""easy class and stuff can be made up, but he has to be the hardest to understand teacher i\\'ve ever had in my life."", 'He never answers any questions clearly and constantly mumbles.', 'NEVER USED THE BOOK']"
"Super easy class. mid terms can be made up, hw can be late, can earn extra credit for practice problems. He is resourceful and nice. He is kind of old and stutters at times he even takes naps in between breaks and can put you on the spot if you talk but not in a mean way.",Steve  Wilson,Sonoma State University,Mathematics department,male,"['Super easy class.', 'mid terms can be made up, hw can be late, can earn extra credit for practice problems.', 'He is resourceful and nice.', 'He is kind of old and stutters at times he even takes naps in between breaks and can put you on the spot if you talk but not in a mean way.']"
"I <3 p.wilson. Extremely passionate about math and the sweetest professor I know. Easy class, can re take midterms, turn in late hw, and has tons of office hours. Take him! He\'s awesome! ..Too many kids goof off in class as if they were in high school still.. please be respectful and don\'t take advantage of him (=",Steve  Wilson,Sonoma State University,Mathematics department,male,"['I <3 p.wilson.', 'Extremely passionate about math and the sweetest professor I know.', 'Easy class, can re take midterms, turn in late hw, and has tons of office hours.', 'Take him!', ""He\\'s awesome!"", '..', 'Too many kids goof off in class as if they were in high school still..', ""please be respectful and don\\'t take advantage of him (=""]"
"The first moment I saw him I laughed. He looks somewhat homeless. However he is a great teacher. Clear, easy and the midterms and final are pretty much a breeze. Can turn in homework late and still get credit. Attendence not always necessary. Studders a lot and goes off on tangets, but it\'s good for zone out time. Easy GE class- I recommend him.",Steve  Wilson,Sonoma State University,Mathematics department,male,"['The first moment I saw him I laughed.', 'He looks somewhat homeless.', 'However he is a great teacher.', 'Clear, easy and the midterms and final are pretty much a breeze.', 'Can turn in homework late and still get credit.', 'Attendence not always necessary.', ""Studders a lot and goes off on tangets, but it\\'s good for zone out time."", 'Easy GE class- I recommend him.']"
"Steve is a great teacher! Very quirky, and he makes math (for those of us who don\'t LOVE it) a little more bearable. I work on campus and when he sees me he still says hi and remembers my name, even though it\'s been a few semesters. Take him if you have the chance!",Steve  Wilson,Sonoma State University,Mathematics department,male,"['Steve is a great teacher!', ""Very quirky, and he makes math (for those of us who don\\'t LOVE it) a little more bearable."", ""I work on campus and when he sees me he still says hi and remembers my name, even though it\\'s been a few semesters."", 'Take him if you have the chance!']"
"Steve is really nice and sweet. he stutters and mumbles a lot. really easy class! take home midterms, can retake them if needed.",Steve  Wilson,Sonoma State University,Mathematics department,male,"['Steve is really nice and sweet.', 'he stutters and mumbles a lot.', 'really easy class!', 'take home midterms, can retake them if needed.']"
"really easy and friendly teacher. students take advantage of him all the time, but there is no way you will NOT pass the class. He doesnt require you to be better but he will know who you are and your name by the second class.",Steve  Wilson,Sonoma State University,Mathematics department,male,"['really easy and friendly teacher.', 'students take advantage of him all the time, but there is no way you will NOT pass the class.', 'He doesnt require you to be better but he will know who you are and your name by the second class.']"
he mumbles over every word that comes out of his mouth. teaches with his eyes closed and goes on random talks. all midterms are take home and you can retake them. goes over any homework question you ask him to in class. can turn in late hw. no one ever comes to class and there is no need to. he is a guy who means well and gets to know you. EASY!!!!,Steve  Wilson,Sonoma State University,Mathematics department,male,"['he mumbles over every word that comes out of his mouth.', 'teaches with his eyes closed and goes on random talks.', 'all midterms are take home and you can retake them.', 'goes over any homework question you ask him to in class.', 'can turn in late hw.', 'no one ever comes to class and there is no need to.', 'he is a guy who means well and gets to know you.', 'EASY!', '!', '!', '!']"
Easiest math class you could possibly take. He gives you the test questions and then lets you retake the tests if you dont like your score. He is really nice.,Steve  Wilson,Sonoma State University,Mathematics department,male,"['Easiest math class you could possibly take.', 'He gives you the test questions and then lets you retake the tests if you dont like your score.', 'He is really nice.']"
"A little quirky, but generally a very sweet guy and great teacher. I\'m not good at math, but he\'s very approachable and will answer any questions you have (over break or offce hours) Obviously very passionate about math. Take him if you have the chance :)",Steve  Wilson,Sonoma State University,Mathematics department,male,"['A little quirky, but generally a very sweet guy and great teacher.', ""I\\'m not good at math, but he\\'s very approachable and will answer any questions you have (over break or offce hours) Obviously very passionate about math."", 'Take him if you have the chance :)']"
"Mr Verdi\'s opening questions were always brilliant - case in point - his opening question for the Illiad: ""Why are these men fighting?"" Along with Gisela Berns the best tutor in St. Johns. My only regrets at St. Johns: not choosing his Wittgenstein preceptorial and missing the chance to enroll in his Nietzsche Preceptorial. Ah.. St. Johns---!!!!!",John  Verdi,St. John\'s College,Philosophy department,female,"['Mr Verdi\\\'s opening questions were always brilliant - case in point - his opening question for the Illiad: ""Why are these men fighting""?', 'Along with Gisela Berns the best tutor in St. Johns.', 'My only regrets at St. Johns: not choosing his Wittgenstein preceptorial and missing the chance to enroll in his Nietzsche Preceptorial.', 'Ah..', 'St. Johns---!', '!', '!', '!', '!']"
"The Dostoevsky preceptorial in ""The Bell Tower"" with Mr. Verdi ranks as the best class I have taken. His opening questions brilliantly demonstrated the effectiveness of the art of asking questions, and how it is an indispensable preliminary for a close-reading of texts, especially Dostoevsky\'s incomparable novel ""The Brothers Karamazov"".",John  Verdi,St. John\'s College,Philosophy department,female,"['The Dostoevsky preceptorial in ""The Bell Tower"" with Mr. Verdi ranks as the best class I have taken.', 'His opening questions brilliantly demonstrated the effectiveness of the art of asking questions, and how it is an indispensable preliminary for a close-reading of texts, especially Dostoevsky\\\'s incomparable novel ""The Brothers Karamazov"".']"
"I think the previous rater hit it: one of the few tutors who could express himself clearly, and who also tried to understand students w/o judging and putting them down.",John  Verdi,St. John\'s College,Philosophy department,female,"['I think the previous rater hit it: one of the few tutors who could express himself clearly, and who also tried to understand students w/o judging and putting them down.']"
"He\'s talented at not only explaining what he means clearly, but also at understanding what student are actually saying. I had him for my senior essay advisor, and he was extremely helpful. He focuses on getting as much as possible out of any conversation without making you feel inadequate while still encouraging you to learn and challenging you.",John  Verdi,St. John\'s College,Philosophy department,female,"[""He\\'s talented at not only explaining what he means clearly, but also at understanding what student are actually saying."", 'I had him for my senior essay advisor, and he was extremely helpful.', 'He focuses on getting as much as possible out of any conversation without making you feel inadequate while still encouraging you to learn and challenging you.']"
No Comments,John  Verdi,St. John\'s College,Philosophy department,female,['No Comments']
"an invigorating tutor, and all the girls follow him around like he is a peice of candy",John  Verdi,St. John\'s College,Philosophy department,female,"['an invigorating tutor, and all the girls follow him around like he is a peice of candy']"
Great tutor. Works well with students!,John  Verdi,St. John\'s College,Philosophy department,female,"['Great tutor.', 'Works well with students!']"
"John V is ""The Dude"" ... brilliant and brilliant at being a St. John\'s Tutor... I learned TONS in that preceptorial",John  Verdi,St. John\'s College,Philosophy department,female,"['John V is ""The Dude"" ...', ""brilliant and brilliant at being a St. John\\'s Tutor..."", 'I learned TONS in that preceptorial']"
LOVE THE FISH SHIRTS.,John  Verdi,St. John\'s College,Philosophy department,female,['LOVE THE FISH SHIRTS.']
"Never had him for tutorial, but he is one of the best guys with whom to strike up a conversation. If Nietzsche entices you, Verdi is your man.",John  Verdi,St. John\'s College,Philosophy department,female,"['Never had him for tutorial, but he is one of the best guys with whom to strike up a conversation.', 'If Nietzsche entices you, Verdi is your man.']"
Yeay! Best sarcasm EVER. Ask him to do the face thing.,John  Verdi,St. John\'s College,Philosophy department,female,"['Yeay!', 'Best sarcasm EVER.', 'Ask him to do the face thing.']"
No Comments,John  Verdi,St. John\'s College,Philosophy department,female,['No Comments']
No Comments,John  Verdi,St. John\'s College,Philosophy department,female,['No Comments']
No Comments,John  Bryden,Southern Illinois University - Edwardsville,Mathematics department,male,['No Comments']
"Cool guy. Very practical approach to the material. The first test made me think this class would be really difficult, but by the third exam I had gotten the hang of the testing level and grading style.",John  Bryden,Southern Illinois University - Edwardsville,Mathematics department,male,"['Cool guy.', 'Very practical approach to the material.', 'The first test made me think this class would be really difficult, but by the third exam I had gotten the hang of the testing level and grading style.']"
Awesome teacher. Definately knows what he is talking about and has some interesting stories to tell.,John  Bryden,Southern Illinois University - Edwardsville,Mathematics department,male,"['Awesome teacher.', 'Definately knows what he is talking about and has some interesting stories to tell.']"
"very fun teacher. while teaching the math, he relates the stuff to interesting subjects. he is very intellegent, and almost seems overqualified. very easy to work with",John  Bryden,Southern Illinois University - Edwardsville,Mathematics department,male,"['very fun teacher.', 'while teaching the math, he relates the stuff to interesting subjects.', 'he is very intellegent, and almost seems overqualified.', 'very easy to work with']"
Very nice guy and really cared about his students. He has some really great stories.,John  Bryden,Southern Illinois University - Edwardsville,Mathematics department,male,"['Very nice guy and really cared about his students.', 'He has some really great stories.']"
Awesome teacher.,John  Bryden,Southern Illinois University - Edwardsville,Mathematics department,male,['Awesome teacher.']
"Very confusing at times. I would have no idea what he was talking about. He likes to jump around a lot. Tends to ""forget"" things a lot. Stuff like ""oh yeah you need to know this to do this problem but i forgot to teach it to you."" Is a very interesting person though and has some funny stories.",John  Bryden,Southern Illinois University - Edwardsville,Mathematics department,male,"['Very confusing at times.', 'I would have no idea what he was talking about.', 'He likes to jump around a lot.', 'Tends to ""forget"" things a lot.', 'Stuff like ""oh yeah you need to know this to do this problem but i forgot to teach it to you"".', 'Is a very interesting person though and has some funny stories.']"
No Comments,John  Bryden,Southern Illinois University - Edwardsville,Mathematics department,male,['No Comments']
Definitely insane... he could work on connecting his ideas so that his lectures are more cohesive.,John  Bryden,Southern Illinois University - Edwardsville,Mathematics department,male,"['Definitely insane...', 'he could work on connecting his ideas so that his lectures are more cohesive.']"
Very nice. Insane. My favorite Professor. The bestof the Calculus Professors.,John  Bryden,Southern Illinois University - Edwardsville,Mathematics department,male,"['Very nice.', 'Insane.', 'My favorite Professor.', 'The bestof the Calculus Professors.']"
"He\'s the worst professor I have ever had. I learned nothing of substance, he nitpicks on quite literally every single possible thing you can nitpick on, and his grading scheme is there to the detriment of students. I read these reviews while picking classes last semester but didn\'t think it was going to be _this_ bad.",Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"[""He\\'s the worst professor I have ever had."", 'I learned nothing of substance, he nitpicks on quite literally every single possible thing you can nitpick on, and his grading scheme is there to the detriment of students.', ""I read these reviews while picking classes last semester but didn\\'t think it was going to be _this_ bad.""]"
"Not a great professor for so many reasons. He teaches pretty clearly and seems like a nice guy, until it comes to academics... His grading is tough, and almost no one feels prepared for his tests. Worst thing by far: he calculates your grade 3 different ways, and TAKES THE LOWEST. Why? Does he want people to fail?",Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"['Not a great professor for so many reasons.', 'He teaches pretty clearly and seems like a nice guy, until it comes to academics...', 'His grading is tough, and almost no one feels prepared for his tests.', 'Worst thing by far: he calculates your grade 3 different ways, and TAKES THE LOWEST.', 'Why?', 'Does he want people to fail?']"
Professor taught us well. Hr was very fluent and nice.,Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"['Professor taught us well.', 'Hr was very fluent and nice.']"
Gentle Advice. Just Don\'t take any online course under him. He just uploads the slides and expect from you to learn by yourself. Never clear your doubts. You will not learn anything from his course. Worst Professor.,Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"['Gentle Advice.', ""Just Don\\'t take any online course under him."", 'He just uploads the slides and expect from you to learn by yourself.', 'Never clear your doubts.', 'You will not learn anything from his course.', 'Worst Professor.']"
Not a good professor for the course.,Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,['Not a good professor for the course.']
"This guy is useless and arrogant. He converted a regular class into a blended one and kept assigning research papers for students to read, while he himself sits at home. He is never in his office. Most hilarious is that if you ask him something he doesn\'t know, he will tell you a long story about the work he did at Morgan Stanley 20 yrs ago.",Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"['This guy is useless and arrogant.', 'He converted a regular class into a blended one and kept assigning research papers for students to read, while he himself sits at home.', 'He is never in his office.', ""Most hilarious is that if you ask him something he doesn\\'t know, he will tell you a long story about the work he did at Morgan Stanley 20 yrs ago.""]"
"Took for PLC, do not recommend. Lectures are meaningless, tests are brutally specific. Projects are simple but very poorly explained both because instructions are unclear and because he doesn\'t teach the material required. Prepare to spend a lot of time in his office or exchanging emails, which he can take a day to respond back to.",Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"['Took for PLC, do not recommend.', 'Lectures are meaningless, tests are brutally specific.', ""Projects are simple but very poorly explained both because instructions are unclear and because he doesn\\'t teach the material required."", 'Prepare to spend a lot of time in his office or exchanging emails, which he can take a day to respond back to.']"
Do not take him if you want to learn something. I got nothing out of his lectures. Was a waste of my money and time,Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"['Do not take him if you want to learn something.', 'I got nothing out of his lectures.', 'Was a waste of my money and time']"
"Goes off on long tangents/unrelated anecdotes. Clearly knows the material, but seems to sometimes have a hard time actually explaining the concepts. Tests are brutal. Absolutely brutal. Projects/labs are a good grade buffer, though. Overall would recommend him if you want to learn, but not if you want an A.",Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"['Goes off on long tangents/unrelated anecdotes.', 'Clearly knows the material, but seems to sometimes have a hard time actually explaining the concepts.', 'Tests are brutal.', 'Absolutely brutal.', 'Projects/labs are a good grade buffer, though.', 'Overall would recommend him if you want to learn, but not if you want an A.']"
"Seriously, don\'t take him if you really want to learn something in database. His grading is mostly related to how many times you meet him in his office outside the class. Doesn\'t discuss any coding at all, doesn\'t even look at your codes for the project. Teaches from PPT slides only. You\'ll learn more from books and Google than anything from him.",Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"[""Seriously, don\\'t take him if you really want to learn something in database."", 'His grading is mostly related to how many times you meet him in his office outside the class.', ""Doesn\\'t discuss any coding at all, doesn\\'t even look at your codes for the project."", 'Teaches from PPT slides only.', ""You\\'ll learn more from books and Google than anything from him.""]"
"Unhelpful analogies, tangents, skimming over slides, no coding exercises before tests or project, heavy on the theory, low on the syntax but tests are all SQL/XML/relational algebra syntax, surprise graded activities, mandatory graded surveys, tested on project material, you are expected to write project in 3 weeks. Grade is Tests: 50% Project: 40%",Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"['Unhelpful analogies, tangents, skimming over slides, no coding exercises before tests or project, heavy on the theory, low on the syntax but tests are all SQL/XML/relational algebra syntax, surprise graded activities, mandatory graded surveys, tested on project material, you are expected to write project in 3 weeks.', 'Grade is Tests: 50% Project: 40%']"
"Got to learn a lot, he guides you through the course and we get to do major part.",Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"['Got to learn a lot, he guides you through the course and we get to do major part.']"
"Very helpful and understanding, medium skill set but ready to experiment with new trends in CS.",Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"['Very helpful and understanding, medium skill set but ready to experiment with new trends in CS.']"
"Folks, If you value your money never take him. I was surprised at his lack of knowledge and in defense he said ""This is a grad course, you dont expect me to know everything"", duh?",Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"['Folks, If you value your money never take him.', 'I was surprised at his lack of knowledge and in defense he said ""This is a grad course, you dont expect me to know everything"", duh?']"
Professor Raj is an all around good professor. He is clear and you will understand the material. His tests are not easy but they are not overly difficult if you pay attention. I would recommend him for DBC.,Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"['Professor Raj is an all around good professor.', 'He is clear and you will understand the material.', 'His tests are not easy but they are not overly difficult if you pay attention.', 'I would recommend him for DBC.']"
"He\'s pretty easy, and if you already know what you\'re doing, I highly recommend him. He\'s got the clearest accent of any of the Indian professors except maybe Teredesai. If you\'re shaky on material though, avoid. You won\'t learn enough from him.",Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"[""He\\'s pretty easy, and if you already know what you\\'re doing, I highly recommend him."", ""He\\'s got the clearest accent of any of the Indian professors except maybe Teredesai."", ""If you\\'re shaky on material though, avoid."", ""You won\\'t learn enough from him.""]"
"Simply horrible. If you DON\'T WANT TO LEARN A WORD, TAKE HIM.",Rajendra  Raj,Rochester Institute of Technology,Computer Science department,mostly_male,"['Simply horrible.', ""If you DON\\'T WANT TO LEARN A WORD, TAKE HIM.""]"
"boring, not inspiring, and doesn\'t teach. he just babbles all class, and all the learning is you reading the textbook. quizzes and tests have nothing to do with any material learned in class.",Eckhardt,Nassau Community College,Psychology department,male,"[""boring, not inspiring, and doesn\\'t teach."", 'he just babbles all class, and all the learning is you reading the textbook.', 'quizzes and tests have nothing to do with any material learned in class.']"
"DO NOT take his class, unless you want to rip your hair out for an hour and 15 min. He is so delirious. He talks about his life stories the whole class and anything unrelated to what we are supposed to be learning, which makes the tests impossible.the only thing i learned about psychology is that the more i listen to him, the dumber i get.",Eckhardt,Nassau Community College,Psychology department,male,"['DO NOT take his class, unless you want to rip your hair out for an hour and 15 min.', 'He is so delirious.', 'He talks about his life stories the whole class and anything unrelated to what we are supposed to be learning, which makes the tests impossible.', 'the only thing i learned about psychology is that the more i listen to him, the dumber i get.']"
"He is an extremely sweet and cheesy old man but unfortunately he\'s also a total snore! Psychology should be an interesting course and he just doesn\'t present information in an interesting manner, it\'s almost impossible to take notes on anything he says.",Eckhardt,Nassau Community College,Psychology department,male,"[""He is an extremely sweet and cheesy old man but unfortunately he\\'s also a total snore!"", ""Psychology should be an interesting course and he just doesn\\'t present information in an interesting manner, it\\'s almost impossible to take notes on anything he says.""]"
"Nice,smart professor.However the class is a joke.He does not cover the material in the text. It is almost impossible to stay awake when he is speaking.If you are a motivated student you can do well. If you are not, stay away from this course.",Eckhardt,Nassau Community College,Psychology department,male,"['Nice,smart professor.', 'However the class is a joke.', 'He does not cover the material in the text.', 'It is almost impossible to stay awake when he is speaking.', 'If you are a motivated student you can do well.', 'If you are not, stay away from this course.']"
a really nice guy. The whole class sleeps and he makes really corney jokes but it\'s a easy A. The test are easy and the final paper is only two pages and he is very generous with giving out A\'s. I recommend this class.,Eckhardt,Nassau Community College,Psychology department,male,"['a really nice guy.', ""The whole class sleeps and he makes really corney jokes but it\\'s a easy A. The test are easy and the final paper is only two pages and he is very generous with giving out A\\'s."", 'I recommend this class.']"
"This class is SO BORING. I have never had such a boring class. He doesn\'t talk about anything to do with the text. I did not know it was possible to talk 3 hours about ABSOLUTLY NOTHING. Easy A if you do the homework, just don\'t expect any reading to be covered in class!",Eckhardt,Nassau Community College,Psychology department,male,"['This class is SO BORING.', 'I have never had such a boring class.', ""He doesn\\'t talk about anything to do with the text."", 'I did not know it was possible to talk 3 hours about ABSOLUTLY NOTHING.', ""Easy A if you do the homework, just don\\'t expect any reading to be covered in class!""]"
"Old guy who reminds me of my grandfather and tells really corny jokes. the whole class sleeps but a really easy class if youre into reading out of the text book. Quizzes on each chapter once a week...T or F. and he lets you make up tests if youre not there, easy A",Eckhardt,Nassau Community College,Psychology department,male,"['Old guy who reminds me of my grandfather and tells really corny jokes.', 'the whole class sleeps but a really easy class if youre into reading out of the text book.', 'Quizzes on each chapter once a week...', 'T or F. and he lets you make up tests if youre not there, easy A']"
No Comments,Eckhardt,Nassau Community College,Psychology department,male,['No Comments']
"Mary doesn\'t seem to care about learning, fairness or knowledge as much as she cares about preening and posing in front of a room of people. Not a good teacher.",Mary  Anderson,Washington State University,English department,male,"[""Mary doesn\\'t seem to care about learning, fairness or knowledge as much as she cares about preening and posing in front of a room of people."", 'Not a good teacher.']"
Expects way to much without being very flexible,Mary  Anderson,Washington State University,English department,male,['Expects way to much without being very flexible']
"Very intersting class, though lots of reading. The lectures were all discussion and we were allowed to resubmit each paper once. It was important to do all the reading and attend most classes, but all in all very reasonable.",Mary  Anderson,Washington State University,English department,male,"['Very intersting class, though lots of reading.', 'The lectures were all discussion and we were allowed to resubmit each paper once.', 'It was important to do all the reading and attend most classes, but all in all very reasonable.']"
No Comments,Mary  Anderson,Washington State University,English department,male,['No Comments']
Very interesting.,Mary  Anderson,Washington State University,English department,male,['Very interesting.']
"this was a pointless class, the assignments were pointless",Mary  Anderson,Washington State University,English department,male,"['this was a pointless class, the assignments were pointless']"
No Comments,Mary  Anderson,Washington State University,English department,male,['No Comments']
No Comments,Mary  Anderson,Washington State University,English department,male,['No Comments']
Unreasonable assignments (Annotated bibliography as long as paper),Mary  Anderson,Washington State University,English department,male,['Unreasonable assignments (Annotated bibliography as long as paper)']
He is a very helpful and nice professor.,Robert  Werner,Rutgers - State University of New Jersey,Accounting department,male,['He is a very helpful and nice professor.']
what a guy.,Robert  Werner,Rutgers - State University of New Jersey,Accounting department,male,['what a guy.']
"Nice guy, always there for help if you need it.",Robert  Werner,Rutgers - State University of New Jersey,Accounting department,male,"['Nice guy, always there for help if you need it.']"
No Comments,Robert  Werner,Rutgers - State University of New Jersey,Accounting department,male,['No Comments']
"Make sure to go to class and write down how to do her problems!! If you go to her office hours she tries so hard to help you, even though sometimes her explanations arent the best. You can easily get a B even if you fail the final...",Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['Make sure to go to class and write down how to do her problems!', '!', 'If you go to her office hours she tries so hard to help you, even though sometimes her explanations arent the best.', 'You can easily get a B even if you fail the final...']"
"Professor Chase is passionate about physics, which can be seen by her marked enthusiasm during lecture. She does a great job of explaining different concepts. As someone who has always dreaded physics since high school, Professor Chase\'s lectures made physics bearable, and in some cases, even fun.",Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['Professor Chase is passionate about physics, which can be seen by her marked enthusiasm during lecture.', 'She does a great job of explaining different concepts.', ""As someone who has always dreaded physics since high school, Professor Chase\\'s lectures made physics bearable, and in some cases, even fun.""]"
"If you don\'t go to class, don\'t expect to do well, even though attendance isn\'t mandatory. It can feel like a waste of time, but if you bother listening, you\'ll understand the material better especially come time for the final. If you do well on tuneups and the appendix hw then you\'ll do fine on exams and the final, they\'re exactly the same thing.",Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"[""If you don\\'t go to class, don\\'t expect to do well, even though attendance isn\\'t mandatory."", ""It can feel like a waste of time, but if you bother listening, you\\'ll understand the material better especially come time for the final."", ""If you do well on tuneups and the appendix hw then you\\'ll do fine on exams and the final, they\\'re exactly the same thing.""]"
The class is easy if you just do the supplemental tune up homework to study for the exam as they are exact copies of each other. Norma herself has some quirky characteristics about her and lecture is like a random dimension and makes no sense. Just do the homework for the extra credit and you will get an A. The final is like the appendix though.,Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['The class is easy if you just do the supplemental tune up homework to study for the exam as they are exact copies of each other.', 'Norma herself has some quirky characteristics about her and lecture is like a random dimension and makes no sense.', 'Just do the homework for the extra credit and you will get an A. The final is like the appendix though.']"
"Good Teacher. Make sure you go to class because the problems she reviews in class are the same on the exams and she DOES NOT RECORD HER LECTURES. There are 3 Exams, Mastering Physics Homework, and a Final Exam (which is cumulative ). Exams are all Multiple Choice, some true or false.",Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['Good Teacher.', 'Make sure you go to class because the problems she reviews in class are the same on the exams and she DOES NOT RECORD HER LECTURES.', 'There are 3 Exams, Mastering Physics Homework, and a Final Exam (which is cumulative ).', 'Exams are all Multiple Choice, some true or false.']"
"She is so off the wall and hard to follow. Entire grade is based off of 3 exams, masteringphysics and one final. That\'s IT. Her exams are all multiple choice and super specific to how she teaches. If you dont write down exactly how to do her problems, good luck.",Norma  Chase,Massachusetts College of Pharmacy & Health Science,Physics department,male,"['She is so off the wall and hard to follow.', 'Entire grade is based off of 3 exams, masteringphysics and one final.', ""That\\'s IT."", 'Her exams are all multiple choice and super specific to how she teaches.', 'If you dont write down exactly how to do her problems, good luck.']"
